timestamp,set,home_team,away_team,home_score,away_score,scorer,serving,home_run,away_run,lead,phase,event
2026-07-09T14:33:35.097Z,1,LOCAL,VISITANTE,16,16,,AWAY,0,2,0,LATE,POINT
2026-07-09T14:33:47.321Z,1,LOCAL,VISITANTE,16,17,AWAY,AWAY,0,3,-1,LATE,SIDEOUT_AWAY
2026-07-09T14:34:02.342Z,1,LOCAL,VISITANTE,17,17,HOME,HOME,1,0,0,LATE,SIDEOUT_HOME
2026-07-09T14:34:32.408Z,1,LOCAL,VISITANTE,18,17,HOME,HOME,2,0,1,LATE,SIDEOUT_HOME
2026-07-09T14:34:59.478Z,1,LOCAL,VISITANTE,19,17,HOME,HOME,3,0,2,LATE,SIDEOUT_HOME
2026-07-09T14:35:26.557Z,1,LOCAL,VISITANTE,19,18,AWAY,AWAY,0,1,1,LATE,SIDEOUT_AWAY
2026-07-09T14:35:41.613Z,1,LOCAL,VISITANTE,20,18,HOME,HOME,1,0,2,LATE,SIDEOUT_HOME
2026-07-09T14:36:08.699Z,1,LOCAL,VISITANTE,21,18,HOME,HOME,2,0,3,LATE,SIDEOUT_HOME
2026-07-09T14:36:35.748Z,1,LOCAL,VISITANTE,22,18,HOME,HOME,3,0,4,LATE,SIDEOUT_HOME
2026-07-09T14:38:24.449Z,1,LOCAL,VISITANTE,22,19,AWAY,AWAY,0,1,3,LATE,SIDEOUT_AWAY
2026-07-09T14:38:48.743Z,1,LOCAL,VISITANTE,22,20,AWAY,AWAY,0,2,2,LATE,SIDEOUT_AWAY
2026-07-09T14:39:18.887Z,1,LOCAL,VISITANTE,23,20,HOME,HOME,1,0,3,LATE,SIDEOUT_HOME
2026-07-09T14:39:42.935Z,1,LOCAL,VISITANTE,24,20,HOME,HOME,2,0,4,LATE,SIDEOUT_HOME
2026-07-09T14:40:03.986Z,1,LOCAL,VISITANTE,25,20,HOME,HOME,3,0,5,LATE,SIDEOUT_HOME
2026-07-09T14:43:40.952Z,2,LOCAL,VISITANTE,0,0,,HOME,3,0,0,EARLY,POINT
2026-07-09T14:43:49.996Z,2,LOCAL,VISITANTE,1,0,HOME,HOME,4,0,1,EARLY,SIDEOUT_HOME
