timestamp,set,home_team,away_team,home_score,away_score,scorer,serving,home_run,away_run,lead,phase,event
2026-07-09T14:21:43.861Z,2,LOCAL,VISITANTE,18,16,,HOME,4,0,2,LATE,POINT
2026-07-09T14:22:00.199Z,2,LOCAL,VISITANTE,18,17,AWAY,AWAY,0,1,1,LATE,SIDEOUT_AWAY
2026-07-09T14:22:27.336Z,2,LOCAL,VISITANTE,19,17,HOME,HOME,1,0,2,LATE,SIDEOUT_HOME
2026-07-09T14:22:57.415Z,2,LOCAL,VISITANTE,20,17,HOME,HOME,2,0,3,LATE,SIDEOUT_HOME
2026-07-09T14:23:27.453Z,2,LOCAL,VISITANTE,21,17,HOME,HOME,3,0,4,LATE,SIDEOUT_HOME
2026-07-09T14:24:57.670Z,2,LOCAL,VISITANTE,21,18,AWAY,AWAY,0,1,3,LATE,SIDEOUT_AWAY
2026-07-09T14:25:21.706Z,2,LOCAL,VISITANTE,22,18,HOME,HOME,1,0,4,LATE,SIDEOUT_HOME
2026-07-09T14:25:45.754Z,2,LOCAL,VISITANTE,22,19,AWAY,AWAY,0,1,3,LATE,SIDEOUT_AWAY
2026-07-09T14:26:09.830Z,2,LOCAL,VISITANTE,22,20,AWAY,AWAY,0,2,2,LATE,SIDEOUT_AWAY
2026-07-09T14:26:42.961Z,2,LOCAL,VISITANTE,22,21,AWAY,AWAY,0,3,1,LATE,SIDEOUT_AWAY
2026-07-09T14:27:10.015Z,2,LOCAL,VISITANTE,22,22,AWAY,AWAY,0,4,0,LATE,SIDEOUT_AWAY
2026-07-09T14:27:37.111Z,2,LOCAL,VISITANTE,23,22,HOME,HOME,1,0,1,LATE,SIDEOUT_HOME
2026-07-09T14:28:28.254Z,2,LOCAL,VISITANTE,23,23,AWAY,AWAY,0,1,0,LATE,SIDEOUT_AWAY
2026-07-09T14:29:07.395Z,2,LOCAL,VISITANTE,23,24,AWAY,AWAY,0,2,-1,LATE,SIDEOUT_AWAY
2026-07-09T14:29:34.419Z,2,LOCAL,VISITANTE,24,24,HOME,HOME,1,0,0,LATE,SIDEOUT_HOME
2026-07-09T14:30:04.479Z,2,LOCAL,VISITANTE,24,25,AWAY,AWAY,0,1,-1,LATE,SIDEOUT_AWAY
2026-07-09T14:30:34.560Z,2,LOCAL,VISITANTE,24,26,AWAY,AWAY,0,2,-2,LATE,SIDEOUT_AWAY
