timestamp,set,home_team,away_team,home_score,away_score,scorer,serving,home_run,away_run,lead,phase,event
2026-06-27T14:18:24.707Z,1,LOCAL,VISITANTE,0,0,,HOME,0,0,0,EARLY,POINT
2026-06-27T14:27:01.335Z,1,LOCAL,VISITANTE,0,1,AWAY,AWAY,0,1,-1,EARLY,SIDEOUT_AWAY
2026-06-27T14:27:28.406Z,1,LOCAL,VISITANTE,0,2,AWAY,AWAY,0,2,-2,EARLY,SIDEOUT_AWAY
2026-06-27T14:28:16.533Z,1,LOCAL,VISITANTE,1,2,HOME,HOME,1,0,-1,EARLY,SIDEOUT_HOME
2026-06-27T14:28:34.564Z,1,LOCAL,VISITANTE,1,3,AWAY,AWAY,0,1,-2,EARLY,SIDEOUT_AWAY
2026-06-27T14:28:58.626Z,1,LOCAL,VISITANTE,1,4,AWAY,AWAY,0,2,-3,EARLY,SIDEOUT_AWAY
2026-06-27T14:29:37.728Z,1,LOCAL,VISITANTE,1,5,AWAY,AWAY,0,3,-4,EARLY,SIDEOUT_AWAY
2026-06-27T14:30:04.839Z,1,LOCAL,VISITANTE,1,6,AWAY,AWAY,0,4,-5,EARLY,SIDEOUT_AWAY
2026-06-27T14:31:32.033Z,1,LOCAL,VISITANTE,2,6,HOME,HOME,1,0,-4,EARLY,SIDEOUT_HOME
2026-06-27T14:32:05.169Z,1,LOCAL,VISITANTE,3,6,HOME,HOME,2,0,-3,EARLY,SIDEOUT_HOME
2026-06-27T14:32:23.170Z,1,LOCAL,VISITANTE,4,6,HOME,HOME,3,0,-2,MID,SIDEOUT_HOME
2026-06-27T14:32:50.260Z,1,LOCAL,VISITANTE,5,6,HOME,HOME,4,0,-1,MID,SIDEOUT_HOME
2026-06-27T14:33:08.317Z,1,LOCAL,VISITANTE,6,6,HOME,HOME,5,0,0,MID,SIDEOUT_HOME
2026-06-27T14:33:29.364Z,1,LOCAL,VISITANTE,7,6,HOME,HOME,6,0,1,MID,SIDEOUT_HOME
2026-06-27T14:33:47.433Z,1,LOCAL,VISITANTE,7,7,AWAY,AWAY,0,1,0,MID,SIDEOUT_AWAY
2026-06-27T14:34:08.492Z,1,LOCAL,VISITANTE,7,8,AWAY,AWAY,0,2,-1,MID,SIDEOUT_AWAY
2026-06-27T14:34:29.488Z,1,LOCAL,VISITANTE,8,8,HOME,HOME,1,0,0,MID,SIDEOUT_HOME
2026-06-27T14:34:53.569Z,1,LOCAL,VISITANTE,9,8,HOME,HOME,2,0,1,MID,SIDEOUT_HOME
2026-06-27T14:35:38.697Z,1,LOCAL,VISITANTE,10,8,HOME,HOME,3,0,2,MID,SIDEOUT_HOME
2026-06-27T14:36:05.804Z,1,LOCAL,VISITANTE,11,8,HOME,HOME,4,0,3,MID,SIDEOUT_HOME
2026-06-27T14:36:47.899Z,1,LOCAL,VISITANTE,11,9,AWAY,AWAY,0,1,2,LATE,SIDEOUT_AWAY
