timestamp,set,home_team,away_team,home_score,away_score,scorer,serving,home_run,away_run,lead,phase,event
2026-07-01T21:00:40.980Z,1,LOCAL,VISITANTE,0,0,,AWAY,2,0,0,EARLY,POINT
2026-07-01T21:00:59.164Z,1,LOCAL,VISITANTE,1,0,HOME,HOME,3,0,1,EARLY,SIDEOUT_HOME
2026-07-01T21:01:23.214Z,1,LOCAL,VISITANTE,2,0,HOME,HOME,4,0,2,EARLY,SIDEOUT_HOME
2026-07-01T21:01:47.416Z,1,LOCAL,VISITANTE,3,0,HOME,HOME,5,0,3,EARLY,SIDEOUT_HOME
2026-07-01T21:02:05.399Z,1,LOCAL,VISITANTE,4,0,HOME,HOME,6,0,4,EARLY,SIDEOUT_HOME
2026-07-01T21:02:26.451Z,1,LOCAL,VISITANTE,5,0,HOME,HOME,7,0,5,EARLY,SIDEOUT_HOME
2026-07-01T21:03:35.770Z,1,LOCAL,VISITANTE,6,0,HOME,HOME,8,0,6,EARLY,SIDEOUT_HOME
2026-07-01T21:03:59.841Z,1,LOCAL,VISITANTE,6,1,AWAY,AWAY,0,1,5,EARLY,SIDEOUT_AWAY
2026-07-01T21:04:20.900Z,1,LOCAL,VISITANTE,6,2,AWAY,AWAY,0,2,4,EARLY,SIDEOUT_AWAY
2026-07-01T21:04:41.953Z,1,LOCAL,VISITANTE,7,2,HOME,HOME,1,0,5,EARLY,SIDEOUT_HOME
2026-07-01T21:05:09.028Z,1,LOCAL,VISITANTE,8,2,HOME,HOME,2,0,6,MID,SIDEOUT_HOME
2026-07-01T21:05:45.303Z,1,LOCAL,VISITANTE,8,3,AWAY,AWAY,0,1,5,MID,SIDEOUT_AWAY
2026-07-01T21:06:06.541Z,1,LOCAL,VISITANTE,9,3,HOME,HOME,1,0,6,MID,SIDEOUT_HOME
2026-07-01T21:06:30.584Z,1,LOCAL,VISITANTE,9,4,AWAY,AWAY,0,1,5,MID,SIDEOUT_AWAY
2026-07-01T21:06:48.652Z,1,LOCAL,VISITANTE,10,4,HOME,HOME,1,0,6,MID,SIDEOUT_HOME
2026-07-01T21:07:03.741Z,1,LOCAL,VISITANTE,10,5,AWAY,AWAY,0,1,5,MID,SIDEOUT_AWAY
2026-07-01T21:07:24.815Z,1,LOCAL,VISITANTE,11,5,HOME,HOME,1,0,6,MID,SIDEOUT_HOME
2026-07-01T21:07:48.884Z,1,LOCAL,VISITANTE,12,5,HOME,HOME,2,0,7,MID,SIDEOUT_HOME
2026-07-01T21:08:15.955Z,1,LOCAL,VISITANTE,13,5,HOME,HOME,3,0,8,MID,SIDEOUT_HOME
2026-07-01T21:08:49.028Z,1,LOCAL,VISITANTE,13,6,AWAY,AWAY,0,1,7,MID,SIDEOUT_AWAY
2026-07-01T21:09:19.129Z,1,LOCAL,VISITANTE,14,6,HOME,HOME,1,0,8,LATE,SIDEOUT_HOME
2026-07-01T21:09:52.218Z,1,LOCAL,VISITANTE,14,7,AWAY,AWAY,0,1,7,LATE,SIDEOUT_AWAY
2026-07-01T21:10:10.271Z,1,LOCAL,VISITANTE,14,8,AWAY,AWAY,0,2,6,LATE,SIDEOUT_AWAY
2026-07-01T21:10:37.447Z,1,LOCAL,VISITANTE,14,9,AWAY,AWAY,0,3,5,LATE,SIDEOUT_AWAY
2026-07-01T21:10:55.618Z,1,LOCAL,VISITANTE,15,9,HOME,HOME,1,0,6,LATE,SIDEOUT_HOME
2026-07-01T21:11:22.742Z,1,LOCAL,VISITANTE,16,9,HOME,HOME,2,0,7,LATE,SIDEOUT_HOME
2026-07-01T21:11:55.809Z,1,LOCAL,VISITANTE,16,10,AWAY,AWAY,0,1,6,LATE,SIDEOUT_AWAY
2026-07-01T21:12:28.901Z,1,LOCAL,VISITANTE,17,10,HOME,HOME,1,0,7,LATE,SIDEOUT_HOME
2026-07-01T21:12:49.972Z,1,LOCAL,VISITANTE,18,10,HOME,HOME,2,0,8,LATE,SIDEOUT_HOME
2026-07-01T21:13:17.065Z,1,LOCAL,VISITANTE,18,11,AWAY,AWAY,0,1,7,LATE,SIDEOUT_AWAY
2026-07-01T21:13:38.109Z,1,LOCAL,VISITANTE,19,11,HOME,HOME,1,0,8,LATE,SIDEOUT_HOME
2026-07-01T21:14:23.258Z,1,LOCAL,VISITANTE,20,11,HOME,HOME,2,0,9,LATE,SIDEOUT_HOME
2026-07-01T21:14:38.302Z,1,LOCAL,VISITANTE,21,11,HOME,HOME,3,0,10,LATE,SIDEOUT_HOME
2026-07-01T21:15:59.480Z,1,LOCAL,VISITANTE,21,12,AWAY,AWAY,0,1,9,LATE,SIDEOUT_AWAY
2026-07-01T21:16:23.571Z,1,LOCAL,VISITANTE,22,12,HOME,HOME,1,0,10,LATE,SIDEOUT_HOME
2026-07-01T21:16:56.702Z,1,LOCAL,VISITANTE,23,12,HOME,HOME,2,0,11,LATE,SIDEOUT_HOME
2026-07-01T21:17:14.733Z,1,LOCAL,VISITANTE,23,13,AWAY,AWAY,0,1,10,LATE,SIDEOUT_AWAY
2026-07-01T21:17:41.793Z,1,LOCAL,VISITANTE,24,13,HOME,HOME,1,0,11,LATE,SIDEOUT_HOME
2026-07-01T21:18:21.070Z,1,LOCAL,VISITANTE,25,13,HOME,HOME,2,0,12,LATE,SIDEOUT_HOME
