timestamp,set,home_team,away_team,home_score,away_score,scorer,serving,home_run,away_run,lead,phase,event
2026-07-23T00:31:52.416Z,1,LOCAL,VISITANTE,0,0,,AWAY,0,0,0,EARLY,POINT
2026-07-23T00:32:10.856Z,1,LOCAL,VISITANTE,0,1,AWAY,AWAY,0,1,-1,EARLY,SIDEOUT_AWAY
2026-07-23T00:32:34.918Z,1,LOCAL,VISITANTE,0,2,AWAY,AWAY,0,2,-2,EARLY,SIDEOUT_AWAY
2026-07-23T00:32:55.987Z,1,LOCAL,VISITANTE,0,3,AWAY,AWAY,0,3,-3,EARLY,SIDEOUT_AWAY
2026-07-23T00:33:11.038Z,1,LOCAL,VISITANTE,1,3,HOME,HOME,1,0,-2,EARLY,SIDEOUT_HOME
2026-07-23T00:33:38.170Z,1,LOCAL,VISITANTE,2,3,HOME,HOME,2,0,-1,EARLY,SIDEOUT_HOME
2026-07-23T00:34:02.289Z,1,LOCAL,VISITANTE,3,3,HOME,HOME,3,0,0,EARLY,SIDEOUT_HOME
2026-07-23T00:34:26.387Z,1,LOCAL,VISITANTE,4,3,HOME,HOME,4,0,1,EARLY,SIDEOUT_HOME
2026-07-23T00:34:44.467Z,1,LOCAL,VISITANTE,5,3,HOME,HOME,5,0,2,EARLY,SIDEOUT_HOME
2026-07-23T00:35:29.570Z,1,LOCAL,VISITANTE,6,3,HOME,HOME,6,0,3,EARLY,SIDEOUT_HOME
2026-07-23T00:36:02.671Z,1,LOCAL,VISITANTE,6,4,AWAY,AWAY,0,1,2,MID,SIDEOUT_AWAY
2026-07-23T00:36:26.801Z,1,LOCAL,VISITANTE,6,5,AWAY,AWAY,0,2,1,MID,SIDEOUT_AWAY
2026-07-23T00:36:59.879Z,1,LOCAL,VISITANTE,7,5,HOME,HOME,1,0,2,MID,SIDEOUT_HOME
2026-07-23T00:37:30.114Z,1,LOCAL,VISITANTE,7,6,AWAY,AWAY,0,1,1,MID,SIDEOUT_AWAY
2026-07-23T00:37:50.992Z,1,LOCAL,VISITANTE,8,6,HOME,HOME,1,0,2,MID,SIDEOUT_HOME
2026-07-23T00:38:12.137Z,1,LOCAL,VISITANTE,9,6,HOME,HOME,2,0,3,MID,SIDEOUT_HOME
2026-07-23T00:38:30.201Z,1,LOCAL,VISITANTE,10,6,HOME,HOME,3,0,4,MID,SIDEOUT_HOME
2026-07-23T00:38:57.238Z,1,LOCAL,VISITANTE,11,6,HOME,HOME,4,0,5,MID,SIDEOUT_HOME
2026-07-23T00:40:21.441Z,1,LOCAL,VISITANTE,12,6,HOME,HOME,5,0,6,MID,SIDEOUT_HOME
2026-07-23T00:40:45.525Z,1,LOCAL,VISITANTE,12,7,AWAY,AWAY,0,1,5,MID,SIDEOUT_AWAY
2026-07-23T00:41:12.555Z,1,LOCAL,VISITANTE,13,7,HOME,HOME,1,0,6,LATE,SIDEOUT_HOME
