timestamp,set,home_team,away_team,home_score,away_score,scorer,serving,home_run,away_run,lead,phase,event
2026-07-09T13:27:32.389Z,1,LOCAL,VISITANTE,11,8,,AWAY,0,0,3,MID,POINT
2026-07-09T13:27:47.802Z,1,LOCAL,VISITANTE,11,9,AWAY,AWAY,0,1,2,LATE,SIDEOUT_AWAY
2026-07-09T13:28:23.912Z,1,LOCAL,VISITANTE,11,10,AWAY,AWAY,0,2,1,LATE,SIDEOUT_AWAY
2026-07-09T13:31:21.362Z,1,LOCAL,VISITANTE,14,12,HOME,AWAY,1,0,2,LATE,BREAK_HOME
2026-07-09T13:32:54.621Z,1,LOCAL,VISITANTE,16,15,HOME,AWAY,2,0,1,LATE,BREAK_HOME
2026-07-09T13:33:36.730Z,1,LOCAL,VISITANTE,16,16,AWAY,AWAY,0,1,0,LATE,SIDEOUT_AWAY
2026-07-09T13:34:09.763Z,1,LOCAL,VISITANTE,16,17,AWAY,AWAY,0,2,-1,LATE,SIDEOUT_AWAY
2026-07-09T13:34:30.834Z,1,LOCAL,VISITANTE,16,18,AWAY,AWAY,0,3,-2,LATE,SIDEOUT_AWAY
2026-07-09T13:35:55.028Z,1,LOCAL,VISITANTE,17,18,HOME,HOME,1,0,-1,LATE,SIDEOUT_HOME
2026-07-09T13:36:19.111Z,1,LOCAL,VISITANTE,18,18,HOME,HOME,2,0,0,LATE,SIDEOUT_HOME
2026-07-09T13:36:52.173Z,1,LOCAL,VISITANTE,19,18,HOME,HOME,3,0,1,LATE,SIDEOUT_HOME
2026-07-09T13:37:25.319Z,1,LOCAL,VISITANTE,20,18,HOME,HOME,4,0,2,LATE,SIDEOUT_HOME
2026-07-09T13:38:34.702Z,1,LOCAL,VISITANTE,20,19,AWAY,AWAY,0,1,1,LATE,SIDEOUT_AWAY
2026-07-09T13:38:58.756Z,1,LOCAL,VISITANTE,21,19,HOME,HOME,1,0,2,LATE,SIDEOUT_HOME
2026-07-09T13:39:50.014Z,1,LOCAL,VISITANTE,21,20,AWAY,AWAY,0,1,1,LATE,SIDEOUT_AWAY
2026-07-09T13:40:26.116Z,1,LOCAL,VISITANTE,21,21,AWAY,AWAY,0,2,0,LATE,SIDEOUT_AWAY
2026-07-09T13:40:53.254Z,1,LOCAL,VISITANTE,22,21,HOME,HOME,1,0,1,LATE,SIDEOUT_HOME
2026-07-09T13:41:44.318Z,1,LOCAL,VISITANTE,22,22,AWAY,AWAY,0,1,0,LATE,SIDEOUT_AWAY
2026-07-09T13:42:23.430Z,1,LOCAL,VISITANTE,23,22,HOME,HOME,1,0,1,LATE,SIDEOUT_HOME
2026-07-09T13:42:56.542Z,1,LOCAL,VISITANTE,23,23,AWAY,AWAY,0,1,0,LATE,SIDEOUT_AWAY
2026-07-09T13:43:14.560Z,1,LOCAL,VISITANTE,24,23,HOME,HOME,1,0,1,LATE,SIDEOUT_HOME
2026-07-09T13:44:50.918Z,1,LOCAL,VISITANTE,24,24,AWAY,AWAY,0,1,0,LATE,SIDEOUT_AWAY
2026-07-09T13:45:24.023Z,1,LOCAL,VISITANTE,25,24,HOME,HOME,1,0,1,LATE,SIDEOUT_HOME
2026-07-09T13:45:51.115Z,1,LOCAL,VISITANTE,26,24,HOME,HOME,2,0,2,LATE,SIDEOUT_HOME
2026-07-09T13:48:33.540Z,2,LOCAL,VISITANTE,0,0,,HOME,2,0,0,EARLY,POINT
2026-07-09T13:49:36.722Z,2,LOCAL,VISITANTE,0,1,AWAY,AWAY,0,1,-1,EARLY,SIDEOUT_AWAY
2026-07-09T13:50:00.766Z,2,LOCAL,VISITANTE,0,2,AWAY,AWAY,0,2,-2,EARLY,SIDEOUT_AWAY
2026-07-09T13:50:42.861Z,2,LOCAL,VISITANTE,1,2,HOME,HOME,1,0,-1,EARLY,SIDEOUT_HOME
2026-07-09T13:51:15.969Z,2,LOCAL,VISITANTE,2,2,HOME,HOME,2,0,0,EARLY,SIDEOUT_HOME
2026-07-09T13:51:40.021Z,2,LOCAL,VISITANTE,2,3,AWAY,AWAY,0,1,-1,EARLY,SIDEOUT_AWAY
2026-07-09T13:52:19.143Z,2,LOCAL,VISITANTE,3,3,HOME,HOME,1,0,0,EARLY,SIDEOUT_HOME
2026-07-09T13:52:49.216Z,2,LOCAL,VISITANTE,3,4,AWAY,AWAY,0,1,-1,EARLY,SIDEOUT_AWAY
2026-07-09T13:53:31.311Z,2,LOCAL,VISITANTE,3,5,AWAY,AWAY,0,2,-2,EARLY,SIDEOUT_AWAY
2026-07-09T13:53:55.332Z,2,LOCAL,VISITANTE,4,5,HOME,HOME,1,0,-1,EARLY,SIDEOUT_HOME
2026-07-09T13:54:25.445Z,2,LOCAL,VISITANTE,4,6,AWAY,AWAY,0,1,-2,MID,SIDEOUT_AWAY
2026-07-09T13:55:16.566Z,2,LOCAL,VISITANTE,4,7,AWAY,AWAY,0,2,-3,MID,SIDEOUT_AWAY
2026-07-09T13:55:34.642Z,2,LOCAL,VISITANTE,5,7,HOME,HOME,1,0,-2,MID,SIDEOUT_HOME
2026-07-09T13:56:04.735Z,2,LOCAL,VISITANTE,6,7,HOME,HOME,2,0,-1,MID,SIDEOUT_HOME
2026-07-09T13:56:34.836Z,2,LOCAL,VISITANTE,7,7,HOME,HOME,3,0,0,MID,SIDEOUT_HOME
2026-07-09T13:57:04.933Z,2,LOCAL,VISITANTE,7,8,AWAY,AWAY,0,1,-1,MID,SIDEOUT_AWAY
2026-07-09T13:57:47.077Z,2,LOCAL,VISITANTE,8,8,HOME,HOME,1,0,0,MID,SIDEOUT_HOME
2026-07-09T13:58:23.189Z,2,LOCAL,VISITANTE,8,9,AWAY,AWAY,0,1,-1,MID,SIDEOUT_AWAY
2026-07-09T13:58:44.224Z,2,LOCAL,VISITANTE,8,10,AWAY,AWAY,0,2,-2,MID,SIDEOUT_AWAY
2026-07-09T13:59:20.297Z,2,LOCAL,VISITANTE,9,10,HOME,HOME,1,0,-1,MID,SIDEOUT_HOME
2026-07-09T13:59:44.386Z,2,LOCAL,VISITANTE,10,10,HOME,HOME,2,0,0,LATE,SIDEOUT_HOME
2026-07-09T14:00:14.459Z,2,LOCAL,VISITANTE,10,11,AWAY,AWAY,0,1,-1,LATE,SIDEOUT_AWAY
2026-07-09T14:00:41.508Z,2,LOCAL,VISITANTE,11,11,HOME,HOME,1,0,0,LATE,SIDEOUT_HOME
2026-07-09T14:01:20.634Z,2,LOCAL,VISITANTE,11,12,AWAY,AWAY,0,1,-1,LATE,SIDEOUT_AWAY
2026-07-09T14:01:44.753Z,2,LOCAL,VISITANTE,12,12,HOME,HOME,1,0,0,LATE,SIDEOUT_HOME
2026-07-09T14:02:44.850Z,2,LOCAL,VISITANTE,13,12,HOME,HOME,2,0,1,LATE,SIDEOUT_HOME
2026-07-09T14:02:56.888Z,2,LOCAL,VISITANTE,13,13,AWAY,AWAY,0,1,0,LATE,SIDEOUT_AWAY
2026-07-09T14:03:41.986Z,2,LOCAL,VISITANTE,13,14,AWAY,AWAY,0,2,-1,LATE,SIDEOUT_AWAY
2026-07-09T14:03:56.995Z,2,LOCAL,VISITANTE,13,15,AWAY,AWAY,0,3,-2,LATE,SIDEOUT_AWAY
2026-07-09T14:04:42.115Z,2,LOCAL,VISITANTE,14,15,HOME,HOME,1,0,-1,LATE,SIDEOUT_HOME
