timestamp,set,home_team,away_team,home_score,away_score,scorer,serving,home_run,away_run,lead,phase,event
2026-05-08T00:24:22.606Z,1,LOCAL,VISITANTE,0,0,,HOME,0,0,0,EARLY,POINT
2026-05-08T00:31:48.478Z,1,LOCAL,VISITANTE,1,0,HOME,HOME,1,0,1,EARLY,SIDEOUT_HOME
2026-05-08T00:32:06.507Z,1,LOCAL,VISITANTE,1,1,AWAY,AWAY,0,1,0,EARLY,SIDEOUT_AWAY
2026-05-08T00:32:54.613Z,1,LOCAL,VISITANTE,1,2,AWAY,AWAY,0,2,-1,EARLY,SIDEOUT_AWAY
2026-05-08T00:33:18.680Z,1,LOCAL,VISITANTE,2,2,HOME,HOME,1,0,0,EARLY,SIDEOUT_HOME
2026-05-08T00:33:39.760Z,1,LOCAL,VISITANTE,3,2,HOME,HOME,2,0,1,EARLY,SIDEOUT_HOME
2026-05-08T00:34:00.968Z,1,LOCAL,VISITANTE,4,2,HOME,HOME,3,0,2,EARLY,SIDEOUT_HOME
2026-05-08T00:34:24.852Z,1,LOCAL,VISITANTE,5,2,HOME,HOME,4,0,3,EARLY,SIDEOUT_HOME
2026-05-08T00:34:54.951Z,1,LOCAL,VISITANTE,5,3,AWAY,AWAY,0,1,2,EARLY,SIDEOUT_AWAY
2026-05-08T00:35:22.020Z,1,LOCAL,VISITANTE,6,3,HOME,HOME,1,0,3,EARLY,SIDEOUT_HOME
2026-05-08T00:36:04.207Z,1,LOCAL,VISITANTE,7,3,HOME,HOME,2,0,4,MID,SIDEOUT_HOME
2026-05-08T00:36:31.216Z,1,LOCAL,VISITANTE,8,3,HOME,HOME,3,0,5,MID,SIDEOUT_HOME
2026-05-08T00:36:52.295Z,1,LOCAL,VISITANTE,8,4,AWAY,AWAY,0,1,4,MID,SIDEOUT_AWAY
2026-05-08T00:37:13.374Z,1,LOCAL,VISITANTE,8,5,AWAY,AWAY,0,2,3,MID,SIDEOUT_AWAY
2026-05-08T00:37:37.427Z,1,LOCAL,VISITANTE,8,6,AWAY,AWAY,0,3,2,MID,SIDEOUT_AWAY
2026-05-08T00:37:58.602Z,1,LOCAL,VISITANTE,9,6,HOME,HOME,1,0,3,MID,SIDEOUT_HOME
2026-05-08T00:38:19.810Z,1,LOCAL,VISITANTE,10,6,HOME,HOME,2,0,4,MID,SIDEOUT_HOME
