timestamp,set,home_team,away_team,home_score,away_score,scorer,serving,home_run,away_run,lead,phase,event
2026-05-01T19:50:06.794Z,2,LOCAL,VISITANTE,7,13,,AWAY,0,0,-6,LATE,POINT
2026-05-01T19:50:28.309Z,2,LOCAL,VISITANTE,8,13,HOME,HOME,1,0,-5,LATE,SIDEOUT_HOME
2026-05-01T19:50:58.681Z,2,LOCAL,VISITANTE,8,14,AWAY,AWAY,0,1,-6,LATE,SIDEOUT_AWAY
2026-05-01T19:51:31.560Z,2,LOCAL,VISITANTE,9,14,HOME,HOME,1,0,-5,LATE,SIDEOUT_HOME
2026-05-01T19:52:01.628Z,2,LOCAL,VISITANTE,10,14,HOME,HOME,2,0,-4,LATE,SIDEOUT_HOME
2026-05-01T19:53:31.967Z,2,LOCAL,VISITANTE,10,15,AWAY,AWAY,0,1,-5,LATE,SIDEOUT_AWAY
2026-05-01T19:54:11.088Z,2,LOCAL,VISITANTE,10,16,AWAY,AWAY,0,2,-6,LATE,SIDEOUT_AWAY
2026-05-01T19:54:41.148Z,2,LOCAL,VISITANTE,11,16,HOME,HOME,1,0,-5,LATE,SIDEOUT_HOME
2026-05-01T19:55:17.303Z,2,LOCAL,VISITANTE,11,17,AWAY,AWAY,0,1,-6,LATE,SIDEOUT_AWAY
2026-05-01T19:55:53.371Z,2,LOCAL,VISITANTE,12,17,HOME,HOME,1,0,-5,LATE,SIDEOUT_HOME
2026-05-01T19:56:47.461Z,2,LOCAL,VISITANTE,12,18,AWAY,AWAY,0,1,-6,LATE,SIDEOUT_AWAY
2026-05-01T19:57:08.569Z,2,LOCAL,VISITANTE,12,19,AWAY,AWAY,0,2,-7,LATE,SIDEOUT_AWAY
2026-05-01T19:59:21.115Z,2,LOCAL,VISITANTE,12,20,AWAY,AWAY,0,3,-8,LATE,SIDEOUT_AWAY
2026-05-01T20:00:30.584Z,2,LOCAL,VISITANTE,13,20,HOME,HOME,1,0,-7,LATE,SIDEOUT_HOME
2026-05-01T20:00:57.495Z,2,LOCAL,VISITANTE,13,21,AWAY,AWAY,0,1,-8,LATE,SIDEOUT_AWAY
2026-05-01T20:01:21.562Z,2,LOCAL,VISITANTE,13,22,AWAY,AWAY,0,2,-9,LATE,SIDEOUT_AWAY
2026-05-01T20:01:45.617Z,2,LOCAL,VISITANTE,14,22,HOME,HOME,1,0,-8,LATE,SIDEOUT_HOME
2026-05-01T20:02:30.747Z,2,LOCAL,VISITANTE,15,22,HOME,HOME,2,0,-7,LATE,SIDEOUT_HOME
2026-05-01T20:03:12.942Z,2,LOCAL,VISITANTE,15,23,AWAY,AWAY,0,1,-8,LATE,SIDEOUT_AWAY
2026-05-01T20:03:46.118Z,2,LOCAL,VISITANTE,16,23,HOME,HOME,1,0,-7,LATE,SIDEOUT_HOME
2026-05-01T20:04:10.661Z,2,LOCAL,VISITANTE,16,24,AWAY,AWAY,0,1,-8,LATE,SIDEOUT_AWAY
2026-05-01T20:04:31.344Z,2,LOCAL,VISITANTE,16,25,AWAY,AWAY,0,2,-9,LATE,SIDEOUT_AWAY
